"Tarih","Saat","Toplam (MWh)","Rüzgar (MWh)","Biyogaz (MWh)","Kanal Tipi (MWh)","Biyokütle (MWh)","Güneþ (MWh)","Diðer (MWh)"
"01.12.2020","00:00","64,65","29,51","17,14","1,22","14,86","0,65","1,28"
"01.12.2020","01:00","65,41","29,07","17,14","1,26","15,93","0,70","1,30"
"01.12.2020","02:00","67,32","29,88","18,36","1,25","15,53","0,96","1,35"
"01.12.2020","03:00","66,77","29,35","18,09","1,08","15,72","0,95","1,58"
"01.12.2020","04:00","65,12","28,21","17,57","1,01","15,46","1,29","1,58"
"01.12.2020","05:00","63,83","27,42","17,57","1,24","15,06","1,59","0,96"
"01.12.2020","06:00","64,73","27,86","17,59","0,89","15,05","2,41","0,94"
"01.12.2020","07:00","91,93","27,22","17,31","0,79","15,29","29,38","1,93"
"01.12.2020","08:00","269,62","25,33","17,48","0,77","15,14","209,25","1,64"
"01.12.2020","09:00","647,62","23,72","17,34","0,68","14,35","589,13","2,40"
"01.12.2020","10:00","1.163,42","23,51","17,01","0,92","14,63","1.103,76","3,60"
"01.12.2020","11:00","1.705,44","22,41","16,00","1,12","15,77","1.645,75","4,38"
"01.12.2020","12:00","1.812,83","22,64","16,60","1,16","15,42","1.752,01","5,00"
"01.12.2020","13:00","1.687,52","21,50","16,64","1,61","14,27","1.628,70","4,80"
"01.12.2020","14:00","1.294,99","20,58","15,59","1,63","15,57","1.237,73","3,89"
"01.12.2020","15:00","812,15","19,95","16,17","1,73","15,36","755,90","3,04"
"01.12.2020","16:00","316,90","20,10","16,25","1,63","15,38","261,78","1,77"
"01.12.2020","17:00","77,03","19,27","16,65","1,03","15,59","23,33","1,17"
"01.12.2020","18:00","56,66","19,70","16,52","0,97","15,70","3,13","0,65"
"01.12.2020","19:00","54,94","20,12","16,60","1,02","16,05","0,42","0,74"
"01.12.2020","20:00","53,60","19,33","15,65","1,30","14,94","1,60","0,78"
"01.12.2020","21:00","53,70","18,82","16,47","1,34","15,83","0,47","0,78"
"01.12.2020","22:00","51,29","16,91","16,40","1,32","15,95","0,52","0,19"
"01.12.2020","23:00","48,40","14,89","14,99","1,28","15,59","1,31","0,34"
"02.12.2020","00:00","45,83","13,15","15,14","1,27","15,01","1,09","0,19"
"02.12.2020","01:00","46,65","13,27","14,96","1,20","15,48","1,59","0,16"
"02.12.2020","02:00","47,70","13,02","15,22","1,34","15,81","2,20","0,11"
"02.12.2020","03:00","49,06","13,94","15,72","1,37","15,38","2,54","0,12"
"02.12.2020","04:00","48,25","13,67","15,85","1,34","13,69","3,54","0,15"
"02.12.2020","05:00","47,94","11,93","15,85","1,28","14,81","3,96","0,10"
"02.12.2020","06:00","49,66","10,76","15,88","1,26","14,89","6,46","0,42"
"02.12.2020","07:00","105,54","10,53","15,88","0,92","14,22","63,37","0,62"
"02.12.2020","08:00","499,48","9,39","15,63","0,87","14,19","458,50","0,90"
"02.12.2020","09:00","1.417,80","7,27","15,34","0,63","11,55","1.380,14","2,87"
"02.12.2020","10:00","2.460,52","6,25","15,32","1,12","12,63","2.421,18","4,02"
"02.12.2020","11:00","3.159,95","5,05","16,74","1,14","13,46","3.119,43","4,13"
"02.12.2020","12:00","3.407,35","4,92","16,57","1,39","14,11","3.365,17","5,20"
"02.12.2020","13:00","3.097,14","5,26","16,95","1,87","15,19","3.053,14","4,73"
"02.12.2020","14:00","2.395,05","5,76","16,81","1,85","15,40","2.351,09","4,14"
"02.12.2020","15:00","1.421,30","5,64","16,97","1,37","14,01","1.380,11","3,18"
"02.12.2020","16:00","516,04","6,79","17,12","1,78","13,72","475,28","1,36"
"02.12.2020","17:00","80,48","6,60","17,02","1,68","14,30","40,00","0,88"
"02.12.2020","18:00","43,27","7,26","16,08","2,13","14,85","2,59","0,37"
"02.12.2020","19:00","42,01","7,66","16,67","2,11","14,73","0,45","0,40"
"02.12.2020","20:00","42,52","7,51","17,08","2,10","14,90","0,50","0,42"
"02.12.2020","21:00","40,10","7,17","15,64","1,36","14,81","0,47","0,64"
"02.12.2020","22:00","41,74","7,46","17,43","1,42","14,79","0,50","0,15"
"02.12.2020","23:00","41,11","6,69","17,44","1,28","14,78","0,78","0,15"
"03.12.2020","00:00","39,49","5,17","17,42","1,27","14,20","1,22","0,22"
"03.12.2020","01:00","40,92","5,71","17,45","1,27","14,48","1,79","0,22"
"03.12.2020","02:00","40,43","4,80","17,30","1,17","14,72","2,36","0,08"
"03.12.2020","03:00","40,54","4,20","17,29","1,16","14,79","3,03","0,07"
"03.12.2020","04:00","41,17","4,05","17,44","1,23","14,79","3,57","0,09"
"03.12.2020","05:00","41,45","3,64","17,43","1,11","14,71","4,46","0,10"
"03.12.2020","06:00","44,68","3,40","17,29","1,25","14,80","7,63","0,32"
"03.12.2020","07:00","126,99","3,47","17,43","1,21","14,62","89,51","0,75"
"03.12.2020","08:00","638,89","3,50","17,44","1,20","14,31","601,40","1,03"
"03.12.2020","09:00","1.826,19","3,09","17,41","1,01","14,00","1.788,29","2,39"
"03.12.2020","10:00","2.960,74","2,04","17,43","0,77","14,46","2.921,94","4,11"
"03.12.2020","11:00","3.658,98","1,58","17,47","0,78","14,09","3.620,04","5,02"
"03.12.2020","12:00","3.825,68","1,04","17,23","1,05","14,21","3.787,11","5,05"
"03.12.2020","13:00","3.572,44","1,10","15,87","1,03","13,56","3.536,16","4,73"
"03.12.2020","14:00","2.875,35","1,51","15,86","1,01","13,48","2.839,46","4,04"
"03.12.2020","15:00","1.772,81","2,16","15,86","1,59","14,13","1.735,70","3,37"
"03.12.2020","16:00","638,76","2,07","15,86","1,89","15,11","602,35","1,48"
"03.12.2020","17:00","85,32","2,24","15,86","1,94","14,79","49,60","0,89"
"03.12.2020","18:00","37,45","2,40","15,70","1,98","14,36","2,65","0,37"
"03.12.2020","19:00","35,58","2,55","15,48","1,72","14,93","0,44","0,45"
"03.12.2020","20:00","36,03","2,75","15,54","1,48","15,35","0,48","0,43"
"03.12.2020","21:00","37,40","3,23","15,68","1,45","15,95","0,48","0,60"
"03.12.2020","22:00","36,12","2,79","15,68","1,08","15,89","0,52","0,15"
"03.12.2020","23:00","36,78","3,30","15,65","1,11","15,53","1,11","0,08"
"04.12.2020","00:00","38,63","3,66","16,93","1,18","15,16","1,65","0,05"
"04.12.2020","01:00","38,94","3,22","16,93","1,23","15,27","2,23","0,06"
"04.12.2020","02:00","38,99","2,91","17,04","1,20","15,08","2,71","0,05"
"04.12.2020","03:00","39,26","3,43","17,07","1,17","14,65","2,89","0,05"
"04.12.2020","04:00","39,78","3,50","16,97","0,87","14,92","3,44","0,08"
"04.12.2020","05:00","41,39","3,84","17,08","0,82","14,94","4,58","0,13"
"04.12.2020","06:00","47,09","5,14","16,98","1,01","15,06","8,38","0,52"
"04.12.2020","07:00","138,72","6,10","16,93","0,96","14,71","98,99","1,04"
"04.12.2020","08:00","682,22","5,88","15,67","1,09","14,99","643,55","1,04"
"04.12.2020","09:00","1.836,74","5,12","15,89","0,90","14,72","1.798,13","1,99"
"04.12.2020","10:00","2.926,68","4,51","16,18","0,82","14,37","2.887,17","3,63"
"04.12.2020","11:00","3.594,69","3,60","16,03","1,10","15,02","3.554,45","4,50"
"04.12.2020","12:00","3.683,27","3,94","16,11","1,82","14,76","3.642,18","4,46"
"04.12.2020","13:00","3.320,04","3,79","16,23","1,75","14,54","3.279,77","3,95"
"04.12.2020","14:00","2.621,29","3,54","16,27","2,16","13,46","2.582,55","3,32"
"04.12.2020","15:00","1.568,70","2,91","15,72","1,68","15,09","1.530,64","2,65"
"04.12.2020","16:00","500,09","3,26","15,76","1,73","14,33","463,89","1,12"
"04.12.2020","17:00","61,20","4,13","15,93","1,82","14,57","23,95","0,80"
"04.12.2020","18:00","37,63","4,07","15,96","1,59","14,68","1,07","0,26"
"04.12.2020","19:00","36,16","4,26","15,39","1,52","14,36","0,44","0,18"
"04.12.2020","20:00","37,60","4,63","15,24","1,78","15,28","0,46","0,21"
"04.12.2020","21:00","36,52","4,02","14,15","1,95","15,56","0,46","0,38"
"04.12.2020","22:00","37,69","5,01","14,64","1,89","15,29","0,56","0,30"
"04.12.2020","23:00","37,82","4,82","14,95","1,19","15,68","1,01","0,18"
"05.12.2020","00:00","36,39","3,73","15,10","0,90","14,95","1,52","0,19"
"05.12.2020","01:00","37,41","3,30","15,06","0,96","15,84","2,16","0,10"
"05.12.2020","02:00","38,35","3,78","15,09","0,97","15,71","2,70","0,09"
"05.12.2020","03:00","38,18","3,26","14,98","0,95","15,56","3,25","0,18"
"05.12.2020","04:00","38,89","3,35","14,78","0,89","15,64","4,06","0,17"
"05.12.2020","05:00","40,78","3,54","14,92","0,95","15,76","5,10","0,52"
"05.12.2020","06:00","44,09","3,88","14,90","0,89","15,79","8,06","0,57"
"05.12.2020","07:00","118,58","4,47","14,91","0,90","15,62","81,62","1,05"
"05.12.2020","08:00","648,43","3,66","15,30","0,95","13,64","613,41","1,46"
"05.12.2020","09:00","1.863,65","2,55","16,00","1,00","14,24","1.826,79","3,08"
"05.12.2020","10:00","3.006,78","1,70","16,30","0,86","14,59","2.968,61","4,72"
"05.12.2020","11:00","3.708,70","1,36","16,30","0,92","15,66","3.669,41","5,06"
"05.12.2020","12:00","3.873,23","1,62","16,26","0,87","15,00","3.834,14","5,33"
"05.12.2020","13:00","3.748,45","2,83","16,00","1,22","15,34","3.706,96","6,11"
"05.12.2020","14:00","3.086,56","2,99","16,20","1,63","14,63","3.045,22","5,90"
"05.12.2020","15:00","1.929,93","4,66","15,80","1,53","14,72","1.888,69","4,53"
"05.12.2020","16:00","656,45","6,11","16,15","1,73","15,63","615,32","1,52"
"05.12.2020","17:00","81,33","5,69","16,20","1,91","15,52","41,16","0,86"
"05.12.2020","18:00","43,30","6,94","16,29","2,24","15,61","2,05","0,17"
"05.12.2020","19:00","43,34","8,38","16,26","2,35","15,61","0,44","0,30"
"05.12.2020","20:00","44,66","9,73","16,26","2,10","15,72","0,48","0,37"
"05.12.2020","21:00","43,52","8,33","16,30","2,01","15,88","0,50","0,51"
"05.12.2020","22:00","42,83","7,30","16,94","1,90","15,83","0,54","0,33"
"05.12.2020","23:00","41,08","6,60","15,66","1,91","15,85","0,75","0,32"
"06.12.2020","00:00","41,03","6,89","15,12","1,99","15,53","1,22","0,28"
"06.12.2020","01:00","42,78","8,07","15,25","1,25","15,75","2,06","0,40"
"06.12.2020","02:00","41,87","7,49","15,12","0,87","15,26","2,89","0,26"
"06.12.2020","03:00","42,49","6,97","15,26","0,88","15,54","3,57","0,27"
"06.12.2020","04:00","42,26","6,05","15,84","0,85","14,93","4,28","0,30"
"06.12.2020","05:00","43,52","6,41","15,75","0,86","14,63","5,41","0,47"
"06.12.2020","06:00","47,55","6,62","15,25","0,94","14,86","9,23","0,65"
"06.12.2020","07:00","127,98","7,23","15,27","1,21","15,18","87,87","1,22"
"06.12.2020","08:00","782,68","6,28","15,12","1,23","15,46","743,09","1,50"
"06.12.2020","09:00","2.122,19","6,45","16,11","1,01","15,17","2.080,29","3,16"
"06.12.2020","10:00","3.346,09","5,79","14,66","0,10","15,29","3.305,51","4,73"
"06.12.2020","11:00","4.149,75","5,57","14,57","0,36","15,53","4.108,18","5,54"
"06.12.2020","12:00","4.389,83","4,90","15,49","1,06","15,19","4.347,27","5,92"
"06.12.2020","13:00","4.141,62","6,52","15,49","1,12","15,31","4.097,33","5,85"
"06.12.2020","14:00","3.463,78","8,12","15,46","1,01","14,79","3.419,21","5,19"
"06.12.2020","15:00","2.228,58","9,02","15,34","1,88","15,60","2.182,94","3,80"
"06.12.2020","16:00","775,65","10,03","15,39","1,70","15,57","731,02","1,93"
"06.12.2020","17:00","97,14","9,86","15,39","1,03","15,61","54,03","1,22"
"06.12.2020","18:00","47,57","11,75","15,50","1,94","15,89","1,93","0,56"
"06.12.2020","19:00","46,22","12,67","15,51","2,12","15,16","0,07","0,68"
"06.12.2020","20:00","46,38","12,23","15,46","2,07","15,67","0,07","0,88"
"06.12.2020","21:00","46,80","10,82","16,74","2,16","15,99","0,09","1,00"
"06.12.2020","22:00","45,27","10,16","16,88","1,90","15,82","0,13","0,38"
"06.12.2020","23:00","44,76","9,81","16,79","1,68","15,51","0,49","0,49"
"07.12.2020","00:00","44,00","8,60","16,90","1,74","15,36","0,90","0,50"
"07.12.2020","01:00","43,85","7,73","16,89","1,98","15,52","1,37","0,37"
"07.12.2020","02:00","44,23","8,01","16,89","1,22","15,84","1,88","0,39"
"07.12.2020","03:00","43,71","7,31","16,81","1,10","15,84","2,13","0,54"
"07.12.2020","04:00","43,10","6,27","16,88","0,97","15,81","2,77","0,39"
"07.12.2020","05:00","44,19","6,54","16,92","0,86","15,78","3,69","0,40"
"07.12.2020","06:00","47,56","6,88","16,65","0,90","15,72","6,81","0,60"
"07.12.2020","07:00","115,46","6,13","16,23","0,80","15,32","75,83","1,16"
"07.12.2020","08:00","692,02","6,03","16,24","0,41","14,81","653,17","1,37"
"07.12.2020","09:00","1.864,93","6,04","16,41","0,10","15,02","1.824,41","2,94"
"07.12.2020","10:00","2.851,67","5,70","16,44","0,25","15,10","2.809,90","4,28"
"07.12.2020","11:00","3.386,38","5,20","15,95","0,48","14,27","3.346,51","3,98"
"07.12.2020","12:00","3.517,75","5,28","15,91","1,32","14,21","3.476,93","4,11"
"07.12.2020","13:00","3.162,45","5,03","16,10","1,65","14,46","3.121,32","3,89"
"07.12.2020","14:00","2.432,28","7,94","15,97","1,44","14,06","2.389,15","3,72"
"07.12.2020","15:00","1.421,09","9,79","15,98","1,48","14,33","1.376,91","2,59"
"07.12.2020","16:00","439,10","9,94","16,39","1,53","15,78","393,69","1,77"
"07.12.2020","17:00","58,64","10,59","16,70","1,67","14,71","13,54","1,43"
"07.12.2020","18:00","49,55","15,26","16,03","1,71","14,89","0,78","0,88"
"07.12.2020","19:00","46,45","12,72","14,41","1,67","16,15","0,44","1,05"
"07.12.2020","20:00","45,78","11,93","14,71","1,74","16,07","0,51","0,82"
"07.12.2020","21:00","43,84","10,03","14,82","1,56","16,07","0,47","0,89"
"07.12.2020","22:00","41,01","7,81","14,84","1,34","15,99","0,53","0,49"
"07.12.2020","23:00","40,02","6,74","14,36","1,57","15,87","0,96","0,51"
"08.12.2020","00:00","42,56","9,37","14,68","1,54","15,23","1,20","0,53"
"08.12.2020","01:00","44,63","11,59","14,73","1,42","15,47","1,15","0,27"
"08.12.2020","02:00","43,97","11,26","14,34","0,73","15,73","1,35","0,57"
"08.12.2020","03:00","43,39","10,48","14,69","0,68","15,70","1,40","0,43"
"08.12.2020","04:00","43,56","10,58","14,27","0,65","15,68","2,10","0,28"
"08.12.2020","05:00","45,08","10,96","14,06","0,70","15,58","3,51","0,27"
"08.12.2020","06:00","47,42","11,84","14,31","0,67","15,36","4,81","0,42"
"08.12.2020","07:00","74,17","11,75","14,37","0,61","15,50","30,79","1,15"
"08.12.2020","08:00","240,64","10,18","15,45","0,65","15,00","198,19","1,18"
"08.12.2020","09:00","672,07","9,40","15,64","1,19","15,20","628,49","2,15"
"08.12.2020","10:00","1.154,35","7,83","15,99","1,23","13,28","1.112,46","3,56"
"08.12.2020","11:00","1.572,89","8,07","16,26","1,18","13,92","1.529,34","4,13"
"08.12.2020","12:00","1.589,77","9,95","16,02","1,27","15,16","1.542,91","4,46"
"08.12.2020","13:00","1.513,69","9,67","16,05","1,44","15,15","1.467,36","4,02"
"08.12.2020","14:00","1.233,41","9,00","16,17","2,14","14,55","1.187,79","3,75"
"08.12.2020","15:00","821,43","6,43","16,16","2,31","14,95","778,72","2,86"
"08.12.2020","16:00","379,62","5,73","16,15","2,55","15,43","338,32","1,44"
"08.12.2020","17:00","85,60","4,92","16,13","2,44","15,62","45,73","0,76"
"08.12.2020","18:00","41,57","4,89","16,01","2,41","15,31","2,80","0,15"
"08.12.2020","19:00","39,34","4,53","16,11","2,41","15,66","0,47","0,17"
"08.12.2020","20:00","37,65","3,36","16,12","2,48","15,03","0,51","0,15"
"08.12.2020","21:00","38,11","3,00","16,11","2,43","15,93","0,50","0,14"
"08.12.2020","22:00","39,40","4,54","16,01","2,49","15,68","0,58","0,10"
"08.12.2020","23:00","39,58","5,17","15,97","2,23","15,05","0,91","0,26"
"09.12.2020","00:00","39,01","4,75","16,13","1,18","14,95","1,58","0,41"
"09.12.2020","01:00","40,43","4,84","16,13","1,28","15,51","2,16","0,51"
"09.12.2020","02:00","40,46","4,76","15,92","1,36","15,56","2,45","0,40"
"09.12.2020","03:00","40,33","4,38","16,05","1,39","15,39","2,86","0,26"
"09.12.2020","04:00","40,63","5,31","14,56","1,35","15,26","3,76","0,39"
"09.12.2020","05:00","42,66","5,93","14,74","1,38","15,33","4,94","0,33"
"09.12.2020","06:00","46,82","6,61","14,77","1,50","15,31","8,03","0,59"
"09.12.2020","07:00","102,69","6,98","14,77","1,45","15,06","63,08","1,35"
"09.12.2020","08:00","463,17","7,02","14,13","1,37","13,61","425,26","1,78"
"09.12.2020","09:00","1.486,52","7,81","14,60","1,35","13,05","1.446,66","3,06"
"09.12.2020","10:00","2.241,45","9,14","13,80","1,34","11,96","2.200,11","5,10"
"09.12.2020","11:00","2.835,56","9,25","14,18","1,49","13,80","2.791,66","5,18"
"09.12.2020","12:00","3.147,86","9,74","14,56","1,60","14,42","3.101,82","5,72"
"09.12.2020","13:00","3.001,48","10,09","14,43","1,68","13,91","2.956,44","4,93"
"09.12.2020","14:00","2.462,08","11,06","14,81","1,81","13,51","2.416,47","4,42"
"09.12.2020","15:00","1.571,52","13,42","14,34","2,28","13,99","1.523,37","4,12"
"09.12.2020","16:00","599,77","15,26","14,73","2,82","15,07","549,46","2,42"
"09.12.2020","17:00","88,53","14,15","15,90","2,91","15,89","38,20","1,48"
"09.12.2020","18:00","53,83","15,93","16,01","2,83","15,63","2,17","1,27"
"09.12.2020","19:00","54,11","17,84","16,00","2,74","15,88","0,43","1,23"
"09.12.2020","20:00","55,49","19,36","15,97","2,50","15,82","0,46","1,38"
"09.12.2020","21:00","57,38","20,84","15,96","2,48","16,15","0,50","1,46"
"09.12.2020","22:00","58,79","22,48","16,21","2,62","15,85","0,52","1,11"
"09.12.2020","23:00","57,71","22,76","16,12","2,11","14,41","0,77","1,53"
"10.12.2020","00:00","59,67","24,73","16,20","1,78","14,44","1,00","1,52"
"10.12.2020","01:00","62,40","25,87","16,20","1,69","15,32","1,73","1,59"
"10.12.2020","02:00","60,72","24,21","16,08","1,61","15,33","2,13","1,36"
"10.12.2020","03:00","62,01","24,78","16,14","1,57","15,35","2,79","1,37"
"10.12.2020","04:00","61,47","24,57","15,84","1,58","14,54","3,55","1,39"
"10.12.2020","05:00","63,59","25,69","16,00","1,57","14,25","4,44","1,65"
"10.12.2020","06:00","67,42","25,65","16,01","1,57","15,14","7,20","1,86"
"10.12.2020","07:00","138,77","26,24","16,03","1,45","13,96","78,75","2,34"
"10.12.2020","08:00","590,32","24,55","16,02","1,36","13,84","532,29","2,26"
"10.12.2020","09:00","1.742,90","23,90","15,15","1,26","13,59","1.685,63","3,37"
"10.12.2020","10:00","2.789,05","24,12","15,04","1,28","13,67","2.729,60","5,34"
"10.12.2020","11:00","3.453,99","22,83","15,65","1,42","14,85","3.393,09","6,16"
"10.12.2020","12:00","3.608,87","23,90","15,92","1,99","14,77","3.546,50","5,80"
"10.12.2020","13:00","3.303,47","23,69","15,80","1,97","14,69","3.241,21","6,11"
"10.12.2020","14:00","2.667,42","22,74","15,99","1,89","14,71","2.607,25","4,83"
"10.12.2020","15:00","1.601,93","22,71","15,90","2,26","14,74","1.542,35","3,96"
"10.12.2020","16:00","507,68","22,50","14,78","2,36","15,22","450,45","2,38"
"10.12.2020","17:00","78,92","21,93","14,63","2,48","15,65","22,47","1,76"
"10.12.2020","18:00","59,49","22,29","16,39","2,22","15,70","1,65","1,24"
"10.12.2020","19:00","58,19","22,18","16,48","2,31","15,09","0,47","1,67"
"10.12.2020","20:00","59,54","23,16","16,56","2,32","15,28","0,51","1,71"
"10.12.2020","21:00","56,84","21,21","16,51","2,55","14,10","0,50","1,96"
"10.12.2020","22:00","57,63","21,34","16,25","2,44","15,70","0,59","1,31"
"10.12.2020","23:00","59,25","22,78","16,23","1,77","16,01","0,89","1,57"
"11.12.2020","00:00","57,40","22,32","16,26","1,30","15,22","1,34","0,96"
"11.12.2020","01:00","56,73","20,85","16,32","1,35","15,81","1,84","0,55"
"11.12.2020","02:00","57,38","20,72","16,41","1,35","15,78","2,25","0,87"
"11.12.2020","03:00","55,96","19,43","16,40","1,36","15,78","2,17","0,82"
"11.12.2020","04:00","54,92","19,41","15,51","0,99","15,44","2,68","0,88"
"11.12.2020","05:00","55,19","19,96","14,39","0,92","15,81","3,14","0,97"
"11.12.2020","06:00","57,40","19,48","14,77","0,89","15,59","5,30","1,37"
